2012-12-28,26,20,1
2012-12-28,29,13,0
2012-12-29,4,19,0
2012-12-29,1,12,1
2012-12-29,10,2,1
2012-12-30,9,17,1
2012-12-31,11,1,1
2013-01-01,14,23,0
2013-01-02,28,25,1
2013-01-02,11,19,1
2013-01-02,24,23,1
2013-01-02,10,13,1
2013-01-03,20,27,1
2013-01-03,8,18,0
2013-01-04,28,26,0
2013-01-04,30,3,0
2013-01-04,13,14,1
2013-01-05,1,2,0
2013-01-05,18,25,0
2013-01-09,21,18,1
2013-01-09,8,22,1
2013-01-10,25,16,1
2013-01-11,2,11,1
2013-01-11,15,27,1
2013-01-12,30,1,1
2013-01-12,26,16,0
2013-01-13,28,17,0
2013-01-13,14,6,1
2013-01-14,5,1,1
2013-01-14,29,16,1
2013-01-15,8,25,1
2013-01-15,14,17,1
2013-01-16,28,5,0
2013-01-16,21,8,1
2013-01-16,25,6,0
2013-01-17,14,16,0
2013-01-18,23,28,1
2013-01-18,27,10,1
2013-01-19,1,27,0
2013-01-19,13,30,1
2013-01-21,23,27,0
2013-01-21,25,30,0
2013-01-22,13,21,0
2013-01-23,16,28,1
2013-01-23,15,14,1
2013-01-23,29,30,1
2013-01-24,2,20,0
2013-01-25,16,9,1
2013-01-25,7,27,0
2013-01-26,17,10,1
2013-01-26,29,12,1
2013-01-27,22,9,0
2013-01-28,3,22,1
2013-01-29,14,19,1
2013-01-30,2,26,1
2013-01-30,8,11,1
2013-02-01,23,26,1
2013-02-02,25,29,1
2013-02-04,18,25,0
2013-02-05,8,17,1
2013-02-06,23,12,0
2013-02-08,11,25,1
2013-02-10,26,11,1
2013-02-11,23,13,0
2013-02-13,9,30,1
2013-02-13,13,11,1
2013-01-17,9,20,0
2013-01-18,22,4,0
2013-01-19,4,26,0
2013-01-20,8,21,1
2013-01-21,4,11,0
2013-01-23,10,21,1
2013-01-25,15,3,1
2013-01-26,27,24,1
2013-01-27,20,1,1
2013-01-28,28,10,0
2013-01-30,17,5,0
2013-01-30,24,14,1
2013-02-01,3,5,1
2013-01-17,18,13,0
2013-01-18,2,5,0
2013-01-19,25,17,0
2013-01-20,22,7,0
2013-01-21,15,12,0
2013-01-23,11,8,0
2013-01-25,6,17,1
2013-01-26,8,26,1
2013-01-27,15,19,0
2013-01-28,30,26,0
2013-01-29,9,17,0
2013-01-30,12,9,1
2013-01-30,18,13,0
2013-02-01,15,30,1
2013-02-02,27,30,1
2013-02-03,2,13,1
2013-02-04,20,9,1
2013-02-06,16,11,1
2013-02-08,15,10,1
2013-01-24,22,28,0
2013-01-25,30,18,1
2013-01-26,23,20,1
2013-01-27,13,25,1
2013-01-28,23,15,0
2013-01-30,3,16,0
2013-02-01,29,25,1
2013-02-02,17,22,1
2013-02-04,16,4,1
2013-02-05,15,24,0
2013-02-06,28,2,0
2013-02-06,21,10,1
2013-02-08,9,27,1
2013-02-10,15,18,1
2013-02-11,9,19,0
2013-02-12,28,8,1
2013-02-13,12,4,1
2013-01-31,21,15,1
2013-02-01,28,13,1
2013-02-01,18,14,0
