2010-10-27,6,2,1
2010-10-27,15,1,0
2010-10-27,21,5,1
2010-10-27,27,12,1
2010-10-29,19,8,1
2010-10-29,24,14,0
2010-10-30,1,30,1
2010-12-09,7,3,1
2010-12-10,12,4,1
2010-12-10,10,16,0
2010-12-11,13,15,0
2010-12-12,13,22,0
2010-12-13,29,10,1
2010-12-14,4,28,1
2010-12-15,12,14,0
2010-12-15,27,17,1
2010-12-17,1,4,1
2010-12-18,8,18,1
2010-12-19,28,14,0
2010-12-20,30,4,1
2010-12-22,19,3,1
2010-12-23,26,17,0
2010-12-25,22,2,1
2010-12-26,19,1,1
2010-12-27,4,9,1
2010-12-28,8,25,1
2010-12-29,30,12,1
2011-02-23,6,11,0
2011-02-23,24,1,1
2011-02-25,28,24,0
2011-02-26,15,26,1
2011-02-27,6,23,0
2011-02-28,8,1,1
2011-03-01,15,27,1
2011-03-02,20,19,1
2011-03-04,1,21,0
2011-03-05,29,26,1
2011-03-06,23,10,1
2011-03-07,15,21,1
2011-03-08,6,10,0
2011-03-09,28,29,0
2010-10-27,8,29,1
2010-10-29,2,20,1
2010-10-30,17,4,1
2010-10-31,13,7,0
2010-11-02,16,18,1
2010-11-03,23,12,1
2010-11-03,13,21,1
2010-11-05,18,1,0
2010-11-05,10,29,1
2010-11-06,17,19,0
2010-11-09,14,18,1
2010-11-10,1,17,0
2010-11-10,27,13,1
2010-11-11,8,14,1
2010-11-12,22,28,0
2010-11-13,27,23,1
2010-11-14,20,11,0
2010-11-15,7,19,1
2010-11-16,11,5,0
2010-11-17,19,7,1
2010-11-19,18,14,0
2010-11-20,15,16,1
2010-11-21,26,19,0
2010-11-22,21,18,1
2010-11-23,12,6,1
2010-11-24,15,9,1
2010-11-24,29,19,1
2010-11-25,13,26,1
2010-11-26,22,6,1
2010-11-26,15,10,1
2010-11-27,30,22,0
2010-11-28,13,29,0
2010-11-30,10,27,0
2010-12-01,3,21,0
2010-12-03,27,18,1
2010-12-16,3,30,1
2010-12-17,12,6,1
2010-12-18,30,16,0
2010-12-19,26,11,0
2010-12-20,12,19,1
2010-12-22,27,8,1
2010-12-26,8,23,0
2010-12-27,18,19,1
2010-12-27,29,25,0
2010-12-28,27,14,1
2010-12-29,19,14,0
2010-12-31,21,1,1
2011-01-01,30,19,0
2011-01-02,20,12,1
2011-01-04,14,9,1
2011-01-05,2,27,1
2011-01-05,24,14,0
2011-01-07,2,28,1
2011-01-08,21,15,1
2011-01-09,13,10,1
2011-01-10,4,15,1
2011-01-11,18,27,0
2011-01-12,12,7,1
2011-01-12,29,20,1
2011-01-14,20,26,0
2011-01-17,10,3,1
2011-01-19,11,20,1
2011-01-21,8,14,0
2011-01-22,21,20,1
2011-01-24,28,15,0
2011-01-26,24,4,0
2011-01-27,25,2,0
2011-01-28,12,3,1
2011-02-23,22,26,0
2011-02-25,16,30,1
2011-02-27,19,11,0
2011-02-28,3,24,0
2011-03-01,17,9,1
2011-03-02,9,18,0
2011-03-04,7,12,1
2010-10-28,22,30,1
2010-10-29,3,26,1
2010-10-29,10,13,1
2010-10-30,6,26,0
2010-11-02,14,15,1
2010-11-03,1,9,1
2010-11-03,8,7,0
2010-11-05,8,13,1
2010-11-05,14,28,1
2010-11-06,16,3,1
2010-11-07,14,25,1
2010-11-08,4,27,0
2010-11-09,25,9,1
2010-11-10,28,4,0
2010-11-10,21,23,1
2010-11-12,18,20,1
2010-11-13,15,2,0
2010-11-15,13,3,0
2010-11-16,12,1,0
2010-11-17,23,28,0
2010-11-19,26,3,1
2010-11-20,1,7,0
2010-11-22,13,19,1
2010-11-23,14,5,1
2010-11-24,22,16,1
2010-11-26,29,14,1
2010-11-27,7,16,1
2010-11-28,9,20,0
2010-12-01,7,18,1
2010-12-01,13,27,1
2010-12-02,10,24,0
2010-12-03,4,3,1
2010-12-03,24,12,1
2010-12-04,5,11,1
2010-12-05,3,2,0
2010-12-08,24,15,0
2010-12-10,19,21,0
2010-12-11,9,28,0
2010-12-14,10,18,1
2010-12-15,28,5,0
2010-12-16,2,1,1
2010-12-17,20,16,0
2010-12-17,19,29,1
2010-12-18,25,10,1
2010-12-19,2,12,1
2010-12-20,27,24,1
2010-12-20,13,18,1
2010-12-21,4,21,0
2010-12-21,15,3,0
2010-12-22,2,23,1
2010-12-22,20,21,1
2010-12-23,24,16,0
2010-12-25,20,5,1
2010-12-25,21,8,1
2010-12-26,13,24,1
2010-12-26,6,18,0
2010-12-27,11,30,1
2010-12-27,17,1,0
2010-12-29,11,16,0
2010-12-29,24,23,0
2010-12-30,25,29,1
2010-12-31,2,19,0
2010-12-31,5,3,1
2011-01-01,18,3,1
2011-01-01,29,15,1
2011-01-02,28,2,0
