2014-11-06,25,7,1
2014-11-07,4,1,1
2014-11-08,11,10,0
2014-11-09,25,8,1
2014-11-10,13,27,0
2014-11-11,15,14,1
2014-11-12,30,9,1
2014-11-12,18,11,0
2014-11-13,28,5,0
2014-11-14,2,6,0
2014-11-15,13,24,1
2014-11-17,15,11,1
2014-11-19,9,24,0
2014-11-21,18,27,0
2015-04-07,16,4,1
2015-04-08,20,12,0
2015-04-10,11,27,0
2015-04-12,11,19,1
2015-04-13,23,17,0
2015-04-14,24,13,0
2015-04-15,28,4,1
2015-04-15,23,16,0
2014-11-13,15,26,1
2014-11-14,12,8,0
2014-11-15,5,12,0
2014-11-16,16,17,0
2014-11-17,4,7,0
2014-11-18,29,21,1
2014-11-19,12,4,1
2014-11-21,30,6,1
2014-11-22,29,19,0
2014-11-23,15,13,1
2014-11-24,4,13,0
2014-11-26,9,13,0
2014-11-28,8,24,1
2014-11-29,17,11,0
2014-11-30,3,5,0
2014-12-02,24,12,1
2014-12-03,11,15,1
2014-12-04,10,19,1
2014-12-05,23,21,0
2015-04-08,27,11,1
2015-04-10,9,12,0
2015-04-13,26,14,1
2015-04-15,6,30,1
2014-11-15,30,22,1
2014-11-16,21,11,0
2014-11-17,6,8,0
2014-11-18,1,14,0
2014-11-19,23,2,0
2014-11-21,8,19,1
2014-11-22,27,3,1
2014-11-24,29,5,0
2014-11-25,30,1,0
2014-11-26,7,20,1
2014-11-26,14,15,0
2014-11-28,4,10,0
2014-11-28,25,15,0
2014-11-29,30,19,1
2014-11-30,24,22,0
2014-12-02,5,7,0
2014-12-03,30,14,1
2014-12-05,2,14,1
2014-12-06,27,18,1
2014-12-07,2,30,1
2014-12-08,13,24,1
2014-12-09,21,17,1
2014-12-10,1,23,1
2014-12-12,28,12,1
2014-12-13,23,15,0
2014-12-14,30,29,1
2014-12-15,24,17,0
2014-12-16,20,7,0
2014-12-17,6,1,0
2014-12-17,13,12,1
2014-12-18,10,21,1
2014-12-19,2,18,1
2014-11-20,26,5,1
2014-11-21,4,22,0
2014-11-22,6,28,0
2014-11-26,11,26,1
2014-11-26,27,12,1
2014-11-28,2,5,0
2014-11-30,14,28,1
2014-12-01,13,18,1
2014-12-02,1,2,1
2014-12-03,4,5,0
2014-12-05,17,16,1
2014-12-06,11,24,1
2014-12-07,15,16,1
2014-12-08,12,1,0
2014-12-09,29,27,1
2014-12-10,18,25,1
2014-12-12,19,6,1
2014-12-13,12,25,0
2014-12-14,19,10,0
2014-12-15,23,2,0
2014-12-16,30,18,1
2014-12-17,28,3,1
2014-12-19,14,21,0
2014-12-20,19,25,0
2014-12-21,30,24,0
2014-12-22,4,8,1
2014-12-23,16,23,0
2014-12-23,14,10,1
2014-12-25,20,30,0
2014-12-26,15,11,0
2014-12-27,16,15,0
2014-12-28,25,20,1
2014-12-29,16,22,0
2014-12-30,5,3,0
2014-12-31,13,20,1
2015-01-02,21,30,1
2015-01-03,13,23,1
2015-01-04,6,7,0
2015-01-05,18,8,0
2015-01-07,5,29,0
2015-01-09,17,18,1
2015-01-10,5,17,1
2015-01-14,8,7,1
2015-01-16,2,5,0
2015-01-17,8,18,0
2015-01-18,27,29,1
2015-01-19,4,18,1
2015-01-21,9,22,1
2015-01-23,18,19,0
2015-01-25,28,9,1
2015-01-28,19,8,0
2015-01-30,6,26,1
2015-01-31,1,23,1
2014-11-28,1,19,1
2014-11-29,6,12,1
2014-11-30,2,27,0
2014-12-01,23,27,0
2014-12-02,20,3,0
2014-12-03,18,23,0
2014-12-05,15,27,0
2014-12-11,21,6,1
2014-12-12,5,25,1
2014-12-12,27,14,0
2014-12-13,4,3,0
2014-12-14,16,5,0
2014-12-15,25,27,1
2014-12-16,15,10,1
2014-12-17,2,22,1
2014-12-19,16,30,0
2014-12-21,18,12,0
2014-12-22,27,13,1
2014-12-23,1,13,1
2014-12-25,13,10,1
2014-12-26,1,17,0
2014-12-27,10,18,1
2014-12-28,6,9,0
2014-12-29,11,30,0
2014-12-30,19,24,1
2015-01-02,10,28,1
2015-01-03,27,30,1
2015-01-04,24,28,1
2015-01-05,2,4,0
2015-01-07,1,15,1
2015-01-09,21,29,1
2015-01-10,9,3,1
2015-01-11,1,30,1
2015-01-12,5,22,0
2015-01-13,30,27,1
2015-01-14,28,23,1
2015-01-16,7,8,1
2015-01-19,6,5,1
2015-01-21,1,12,1
2015-01-21,10,11,1
2015-01-22,5,27,1
2015-01-23,16,12,1
2015-01-24,29,3,1
2015-01-25,19,7,1
2015-01-28,20,21,1
2015-01-29,15,8,1
2015-01-30,1,25,1
2015-01-31,8,4,0
2014-12-11,26,11,0
2014-12-12,30,13,1
2014-12-18,5,20,1
2014-12-19,23,4,0
2014-12-20,13,17,1
2014-12-21,26,14,1
2014-12-22,7,1,0
2014-12-23,30,5,0
2014-12-26,7,14,1
2014-12-27,30,2,1
2014-12-28,27,11,1
2014-12-29,13,29,1
2014-12-30,22,9,0
2015-01-02,29,1,0
2015-01-05,25,14,1
2015-01-07,23,17,0
2015-01-09,27,24,1
2015-01-10,25,22,1
2015-01-13,14,16,0
2015-01-14,9,19,0
2015-01-16,28,1,0
2015-01-19,17,28,0
2015-01-21,23,20,0
2015-01-23,20,22,1
2015-01-25,10,2,1
2015-01-28,27,4,1
2015-01-30,16,7,0
2015-01-31,22,7,0
2015-02-02,3,13,1
2015-02-03,25,29,1
2015-02-04,2,8,1
2015-02-06,11,17,1
2015-02-08,11,25,0
2015-02-09,16,20,1
2015-02-11,19,12,0
2014-12-18,11,19,0
2014-12-19,22,29,0
2014-12-20,20,24,0
2014-12-21,28,20,1
2014-12-23,17,4,0
2014-12-25,5,14,1
2014-12-26,22,6,0
2014-12-26,26,24,0
2014-12-27,4,22,0
2014-12-30,10,23,1
2014-12-31,27,19,1
2015-01-02,20,9,0
2015-01-03,11,16,1
2015-01-04,9,26,1
2015-01-05,3,7,0
2015-01-07,8,22,1
2015-01-08,25,16,1
2015-01-09,9,1,0
2015-01-10,23,12,1
2015-01-11,14,25,0
2015-01-12,2,19,1
2015-01-13,12,18,0
2015-01-14,2,1,0
2015-01-16,24,18,1
2015-01-16,26,16,0
2015-01-17,4,12,1
2015-01-19,15,7,0
2015-01-21,19,14,1
2015-01-23,27,14,1
2015-01-24,25,30,1
2015-01-25,6,21,1
2015-01-26,21,18,1
2015-01-27,16,17,0
2015-01-28,11,7,1
2015-01-30,24,5,1
2015-01-31,30,28,0
2015-02-02,28,17,0
2015-02-04,17,14,1
2015-02-06,9,8,1
2015-02-08,26,24,1
2015-02-09,8,21,0
2015-02-10,4,9,0
2015-02-11,17,26,1
2014-12-20,7,27,1
2014-12-21,3,9,1
2014-12-22,11,25,1
2014-12-23,3,8,1
2014-12-26,21,4,1
2014-12-27,13,28,0
2014-12-30,25,28,1
2014-12-31,2,26,1
2015-01-01,18,26,0
2015-01-02,4,6,0
2015-01-03,8,15,1
